種類,農產品,品種名稱,縣市,行政區,盛產月份
蔬菜,花椰菜,75號、80號及冬防種,雲林縣,二崙鄉,11
蔬菜,花椰菜,75號、80號及冬防種,嘉義縣,新港鄉,11
蔬菜,花椰菜,75號、80號及冬防種,嘉義縣,六腳鄉,11
蔬菜,花椰菜,75號、80號及冬防種,台南市,安南區,11
蔬菜,花椰菜,75號、80號及冬防種,高雄市,路竹區,11
蔬菜,花椰菜,75號、80號及冬防種,高雄市,楠梓區,11
蔬菜,結球萵苣,3號及6號,彰化縣,溪湖鎮,11
蔬菜,結球萵苣,3號及6號,彰化縣,竹塘鄉,11
蔬菜,結球萵苣,3號及6號,彰化縣,埤頭鄉,11
蔬菜,結球萵苣,3號及6號,彰化縣,大城鄉,11
蔬菜,結球萵苣,3號及6號,雲林縣,土庫鎮,11
蔬菜,結球萵苣,3號及6號,雲林縣,二崙鄉,11
蔬菜,結球萵苣,3號及6號,雲林縣,元長鄉,11
蔬菜,結球萵苣,3號及6號,雲林縣,西螺鎮,11
蔬菜,結球萵苣,3號及6號,雲林縣,崙背鄉,11
蔬菜,蘿蔔,板葉種、裂葉種及櫻桃蘿蔔,彰化縣,二林鎮,11
蔬菜,蘿蔔,板葉種、裂葉種及櫻桃蘿蔔,彰化縣,芳苑鄉,11
蔬菜,蘿蔔,板葉種、裂葉種及櫻桃蘿蔔,彰化縣,福興鄉,11
蔬菜,蘿蔔,板葉種、裂葉種及櫻桃蘿蔔,南投縣,埔里鎮,11
蔬菜,蘿蔔,板葉種、裂葉種及櫻桃蘿蔔,雲林縣,台西鄉,11
蔬菜,蘿蔔,板葉種、裂葉種及櫻桃蘿蔔,嘉義縣,布袋鎮,11
蔬菜,胡蘿蔔,新黑田五寸、五寸、向陽、理想,彰化縣,芳苑鄉,11
蔬菜,胡蘿蔔,新黑田五寸、五寸、向陽、理想,雲林縣,東勢鄉,11
蔬菜,胡蘿蔔,新黑田五寸、五寸、向陽、理想,雲林縣,四湖鄉,11
蔬菜,胡蘿蔔,新黑田五寸、五寸、向陽、理想,台南市,西港區,11
蔬菜,胡蘿蔔,新黑田五寸、五寸、向陽、理想,台南市,佳里區,11
蔬菜,胡蘿蔔,新黑田五寸、五寸、向陽、理想,台南市,將軍區,11
蔬菜,茭白筍,青殼、紅殼、台中選一號,新北市,三芝區,11
蔬菜,茭白筍,青殼、紅殼、台中選一號,新北市,金山區,11
蔬菜,茭白筍,青殼、紅殼、台中選一號,南投縣,埔里鎮,11
蔬菜,茭白筍,青殼、紅殼、台中選一號,南投縣,魚池鄉,11
蔬菜,茭白筍,青殼、紅殼、台中選一號,南投縣,竹山鎮,11
蔬菜,茭白筍,青殼、紅殼、台中選一號,宜蘭縣,礁溪鄉,11
蔬菜,西瓜,紅肉大西瓜、紅肉小西瓜、普通黃肉或黃橙肉小西瓜,苗栗縣,後龍鎮,11
蔬菜,西瓜,紅肉大西瓜、紅肉小西瓜、普通黃肉或黃橙肉小西瓜,彰化縣,大城鄉,11
蔬菜,西瓜,紅肉大西瓜、紅肉小西瓜、普通黃肉或黃橙肉小西瓜,雲林縣,二崙鄉,11
蔬菜,西瓜,紅肉大西瓜、紅肉小西瓜、普通黃肉或黃橙肉小西瓜,雲林縣,四湖鄉,11
蔬菜,西瓜,紅肉大西瓜、紅肉小西瓜、普通黃肉或黃橙肉小西瓜,雲林縣,崙背鄉,11
蔬菜,西瓜,紅肉大西瓜、紅肉小西瓜、普通黃肉或黃橙肉小西瓜,屏東縣,鹽埔鄉,11
蔬菜,西瓜,紅肉大西瓜、紅肉小西瓜、普通黃肉或黃橙肉小西瓜,屏東縣,萬丹鄉,11
蔬菜,西瓜,紅肉大西瓜、紅肉小西瓜、普通黃肉或黃橙肉小西瓜,花蓮縣,壽豐鄉,11
蔬菜,西瓜,紅肉大西瓜、紅肉小西瓜、普通黃肉或黃橙肉小西瓜,花蓮縣,鳳林鎮,11
蔬菜,西瓜,黃皮紅肉小西瓜、黃皮橙肉小西瓜、無子西瓜,苗栗縣,後龍鎮,11
蔬菜,西瓜,黃皮紅肉小西瓜、黃皮橙肉小西瓜、無子西瓜,彰化縣,大城鄉,11
蔬菜,西瓜,黃皮紅肉小西瓜、黃皮橙肉小西瓜、無子西瓜,雲林縣,崙背鄉,11
蔬菜,西瓜,黃皮紅肉小西瓜、黃皮橙肉小西瓜、無子西瓜,雲林縣,四湖鄉,11
蔬菜,西瓜,黃皮紅肉小西瓜、黃皮橙肉小西瓜、無子西瓜,雲林縣,二崙鄉,11
蔬菜,西瓜,黃皮紅肉小西瓜、黃皮橙肉小西瓜、無子西瓜,屏東縣,萬丹鄉,11
蔬菜,西瓜,黃皮紅肉小西瓜、黃皮橙肉小西瓜、無子西瓜,屏東縣,鹽埔鄉,11
蔬菜,西瓜,黃皮紅肉小西瓜、黃皮橙肉小西瓜、無子西瓜,花蓮縣,鳳林鎮,11
蔬菜,西瓜,黃皮紅肉小西瓜、黃皮橙肉小西瓜、無子西瓜,花蓮縣,壽豐鄉,11
蔬菜,甜瓜,網紋甜瓜、光皮甜瓜、哈密瓜、東方甜瓜,雲林縣,崙背鄉,11
蔬菜,甜瓜,網紋甜瓜、光皮甜瓜、哈密瓜、東方甜瓜,台南市,後壁區,11
蔬菜,甜瓜,網紋甜瓜、光皮甜瓜、哈密瓜、東方甜瓜,台南市,東山區,11
蔬菜,甜瓜,網紋甜瓜、光皮甜瓜、哈密瓜、東方甜瓜,台南市,七股區,11
蔬菜,甜瓜,網紋甜瓜、光皮甜瓜、哈密瓜、東方甜瓜,高雄市,路竹區,11
蔬菜,胡瓜,清綠、飛燕、春燕、喜燕,苗栗縣,大湖鄉,11
蔬菜,胡瓜,清綠、飛燕、春燕、喜燕,高雄市,美濃區,11
蔬菜,胡瓜,清綠、飛燕、春燕、喜燕,高雄市,大寮區,11
蔬菜,胡瓜,清綠、飛燕、春燕、喜燕,屏東縣,高樹鄉,11
蔬菜,胡瓜,清綠、飛燕、春燕、喜燕,屏東縣,里港鄉,11
蔬菜,胡瓜,清綠、飛燕、春燕、喜燕,屏東縣,九如鄉,11
蔬菜,苦瓜,月華、高月、農友2號,台中市,新社區,11
蔬菜,苦瓜,月華、高月、農友2號,彰化縣,二林鎮,11
蔬菜,苦瓜,月華、高月、農友2號,屏東縣,九如鄉,11
蔬菜,苦瓜,月華、高月、農友2號,屏東縣,里港鄉,11
蔬菜,苦瓜,月華、高月、農友2號,屏東縣,高樹鄉,11
蔬菜,苦瓜,月華、高月、農友2號,屏東縣,萬丹鄉,11
蔬菜,絲瓜,東光、七美、七喜,南投縣,埔里鎮,11
蔬菜,絲瓜,東光、七美、七喜,台南市,東山區,11
蔬菜,絲瓜,東光、七美、七喜,高雄市,大社區,11
蔬菜,絲瓜,東光、七美、七喜,屏東縣,萬丹鄉,11
蔬菜,絲瓜,東光、七美、七喜,屏東縣,高樹鄉,11
蔬菜,絲瓜,東光、七美、七喜,屏東縣,里港鄉,11
蔬菜,茄子,屏東長茄、麻薯長茄、紅娘,雲林縣,林內鄉,11
蔬菜,茄子,屏東長茄、麻薯長茄、紅娘,屏東縣,高樹鄉,11
蔬菜,茄子,屏東長茄、麻薯長茄、紅娘,屏東縣,鹽埔鄉,11
蔬菜,茄子,屏東長茄、麻薯長茄、紅娘,屏東縣,九如鄉,11
蔬菜,茄子,屏東長茄、麻薯長茄、紅娘,屏東縣,里港鄉,11
蔬菜,茄子,屏東長茄、麻薯長茄、紅娘,屏東縣,屏東市,11
蔬菜,豌豆,台中11、13號,彰化縣,二林鎮,11
蔬菜,豌豆,台中11、13號,彰化縣,竹塘鄉,11
蔬菜,豌豆,台中11、13號,彰化縣,芳苑鄉,11
蔬菜,毛豆,台南選1、2號,彰化縣,芳苑鄉,11
蔬菜,毛豆,台南選1、2號,彰化縣,大城鄉,11
蔬菜,毛豆,台南選1、2號,雲林縣,東勢鄉,11
蔬菜,毛豆,台南選1、2號,雲林縣,元長鄉,11
蔬菜,毛豆,台南選1、2號,雲林縣,四湖鄉,11
蔬菜,毛豆,台南選1、2號,屏東縣,鹽埔鄉,11
蔬菜,甜椒,藍星、銘星、天王星、麗妃,南投縣,信義鄉,11
蔬菜,甜椒,藍星、銘星、天王星、麗妃,南投縣,仁愛鄉,11
蔬菜,甜椒,藍星、銘星、天王星、麗妃,南投縣,埔里鎮,11
蔬菜,甜椒,藍星、銘星、天王星、麗妃,雲林縣,莿桐鄉,11
蔬菜,甜椒,藍星、銘星、天王星、麗妃,高雄市,美濃區,11
蔬菜,甜椒,藍星、銘星、天王星、麗妃,屏東縣,高樹鄉,11
蔬菜,辣椒,萬家香、麗香,彰化縣,芳苑鄉,11
蔬菜,辣椒,萬家香、麗香,嘉義縣,新港鄉,11
蔬菜,辣椒,萬家香、麗香,高雄市,美濃區,11
蔬菜,辣椒,萬家香、麗香,屏東縣,鹽埔鄉,11
蔬菜,辣椒,萬家香、麗香,屏東縣,高樹鄉,11
蔬菜,辣椒,萬家香、麗香,花蓮縣,鳳林鎮,11
蔬菜,番茄,大果番茄、小果番茄、加工番茄,南投縣,信義鄉,11
蔬菜,番茄,大果番茄、小果番茄、加工番茄,雲林縣,崙背鄉,11
蔬菜,番茄,大果番茄、小果番茄、加工番茄,嘉義縣,民雄鄉,11
蔬菜,番茄,大果番茄、小果番茄、加工番茄,嘉義縣,太保市,11
蔬菜,番茄,大果番茄、小果番茄、加工番茄,嘉義縣,六腳鄉,11
蔬菜,番茄,大果番茄、小果番茄、加工番茄,高雄市,路竹區,11
蔬菜,菠菜,西螺一號、西螺大葉、清風、綠湖、梨山菠菜,台中市,和平區,11
蔬菜,菠菜,西螺一號、西螺大葉、清風、綠湖、梨山菠菜,南投縣,仁愛鄉,11
蔬菜,菠菜,西螺一號、西螺大葉、清風、綠湖、梨山菠菜,雲林縣,西螺鎮,11
蔬菜,菠菜,西螺一號、西螺大葉、清風、綠湖、梨山菠菜,雲林縣,元長鄉,11
蔬菜,菠菜,西螺一號、西螺大葉、清風、綠湖、梨山菠菜,雲林縣,二崙鄉,11
蔬菜,落花生,,　,　,11
蔬菜,落花生,,　,　,11
蔬菜,落花生,,　,　,11
蔬菜,落花生,,　,　,11
蔬菜,青蔥,日蔥,宜蘭縣,三星鄉,12
蔬菜,青蔥,日蔥,宜蘭縣,壯圍鄉,12
蔬菜,菇類,香菇,桃園縣,復興鄉,12
蔬菜,菇類,香菇,台中市,新社區,12
蔬菜,菇類,香菇,南投縣,水里鄉,12
蔬菜,菇類,香菇,南投縣,埔里鎮,12
蔬菜,菇類,香菇,南投縣,魚池鄉,12
蔬菜,菇類,香菇,南投縣,竹山鎮,12
蔬菜,菇類,香菇,花蓮縣,富里鄉,12
蔬菜,菇類,金針菇,台中市,霧峰區,12
蔬菜,菇類,金針菇,彰化縣,溪湖鎮,12
蔬菜,菇類,金針菇,南投縣,草屯鎮,12
蔬菜,菇類,杏鮑菇,台中市,新社區,12
蔬菜,菇類,杏鮑菇,台中市,霧峰區,12
蔬菜,菇類,杏鮑菇,彰化縣,埔心鄉,12
蔬菜,菇類,杏鮑菇,彰化縣,大村鄉,12
蔬菜,菇類,杏鮑菇,南投縣,埔里鎮,12
蔬菜,菇類,杏鮑菇,南投縣,魚池鄉,12
蔬菜,甘藍,初秋,彰化縣,竹塘鄉,12
蔬菜,甘藍,初秋,彰化縣,溪湖鎮,12
蔬菜,甘藍,初秋,彰化縣,大城鄉,12
蔬菜,甘藍,初秋,雲林縣,褒忠鄉,12
蔬菜,甘藍,初秋,雲林縣,土庫鎮,12
蔬菜,甘藍,初秋,雲林縣,四湖鄉,12
蔬菜,甘藍,初秋,雲林縣,水林鄉,12
蔬菜,甘藍,初秋,雲林縣,元長鄉,12
蔬菜,甘藍,初秋,雲林縣,崙背鄉,12
蔬菜,甘藍,初秋,嘉義縣,義竹鄉,12
蔬菜,甘藍,初秋,嘉義縣,六腳鄉,12
蔬菜,甘藍,初秋,嘉義縣,鹿草鄉,12
蔬菜,甘藍,初秋,嘉義縣,新港鄉,12
蔬菜,結球白菜,早春及28號,彰化縣,埔心鄉,12
蔬菜,結球白菜,早春及28號,彰化縣,溪湖鎮,12
蔬菜,結球白菜,早春及28號,彰化縣,竹塘鄉,12
蔬菜,結球白菜,早春及28號,彰化縣,埔鹽鄉,12
蔬菜,結球白菜,早春及28號,彰化縣,大城鄉,12
蔬菜,結球白菜,早春及28號,雲林縣,竹塘鄉,12
蔬菜,結球白菜,早春及28號,雲林縣,崙背鄉,12
蔬菜,結球白菜,早春及28號,雲林縣,西螺鎮,12
蔬菜,結球白菜,早春及28號,雲林縣,元長鄉,12
蔬菜,結球白菜,早春及28號,雲林縣,四湖鄉,12
蔬菜,結球白菜,早春及28號,雲林縣,水林鄉,12
蔬菜,結球白菜,早春及28號,雲林縣,二崙鄉,12
蔬菜,結球白菜,早春及28號,雲林縣,東勢鄉,12
蔬菜,結球白菜,早春及28號,雲林縣,土庫鎮,12
蔬菜,結球白菜,早春及28號,嘉義縣,新港鄉,12
蔬菜,結球白菜,早春及28號,嘉義縣,六腳鄉,12
蔬菜,花椰菜,75號、80號及冬防種,苗栗縣,後龍鎮,12
蔬菜,花椰菜,75號、80號及冬防種,彰化縣,鹿港鎮,12
蔬菜,花椰菜,75號、80號及冬防種,彰化縣,埤頭鄉,12
蔬菜,花椰菜,75號、80號及冬防種,彰化縣,竹塘鄉,12
蔬菜,花椰菜,75號、80號及冬防種,彰化縣,溪湖鎮,12
蔬菜,花椰菜,75號、80號及冬防種,彰化縣,永靖鄉,12
蔬菜,花椰菜,75號、80號及冬防種,彰化縣,大城鄉,12
蔬菜,花椰菜,75號、80號及冬防種,雲林縣,大埤鄉,12
蔬菜,花椰菜,75號、80號及冬防種,雲林縣,二崙鄉,12
蔬菜,花椰菜,75號、80號及冬防種,雲林縣,西螺鎮,12
蔬菜,花椰菜,75號、80號及冬防種,嘉義縣,新港鄉,12
蔬菜,花椰菜,75號、80號及冬防種,嘉義縣,六腳鄉,12
蔬菜,花椰菜,75號、80號及冬防種,台南市,安南區,12
蔬菜,花椰菜,75號、80號及冬防種,高雄市,路竹區,12
蔬菜,花椰菜,75號、80號及冬防種,高雄市,楠梓區,12
蔬菜,結球萵苣,3號及6號,彰化縣,溪湖鎮,12
蔬菜,結球萵苣,3號及6號,彰化縣,竹塘鄉,12
蔬菜,結球萵苣,3號及6號,彰化縣,埤頭鄉,12
蔬菜,結球萵苣,3號及6號,彰化縣,大城鄉,12
蔬菜,結球萵苣,3號及6號,雲林縣,土庫鎮,12
蔬菜,結球萵苣,3號及6號,雲林縣,西螺鎮,12
蔬菜,結球萵苣,3號及6號,雲林縣,崙背鄉,12
蔬菜,結球萵苣,3號及6號,雲林縣,二崙鄉,12
蔬菜,結球萵苣,3號及6號,雲林縣,元長鄉,12
蔬菜,蘿蔔,板葉種、裂葉種及櫻桃蘿蔔,彰化縣,二林鎮,12
蔬菜,蘿蔔,板葉種、裂葉種及櫻桃蘿蔔,彰化縣,芳苑鄉,12
蔬菜,蘿蔔,板葉種、裂葉種及櫻桃蘿蔔,彰化縣,福興鄉,12
蔬菜,蘿蔔,板葉種、裂葉種及櫻桃蘿蔔,南投縣,埔里鎮,12
蔬菜,蘿蔔,板葉種、裂葉種及櫻桃蘿蔔,雲林縣,台西鄉,12
蔬菜,蘿蔔,板葉種、裂葉種及櫻桃蘿蔔,嘉義縣,布袋鎮,12
蔬菜,胡蘿蔔,新黑田五寸、五寸、向陽、理想,彰化縣,芳苑鄉,12
蔬菜,胡蘿蔔,新黑田五寸、五寸、向陽、理想,雲林縣,東勢鄉,12
蔬菜,胡蘿蔔,新黑田五寸、五寸、向陽、理想,雲林縣,四湖鄉,12
蔬菜,胡蘿蔔,新黑田五寸、五寸、向陽、理想,台南市,西港區,12
蔬菜,胡蘿蔔,新黑田五寸、五寸、向陽、理想,台南市,佳里區,12
蔬菜,胡蘿蔔,新黑田五寸、五寸、向陽、理想,台南市,將軍區,12
蔬菜,甜瓜,網紋甜瓜、光皮甜瓜、哈密瓜、東方甜瓜,雲林縣,崙背鄉,12
蔬菜,甜瓜,網紋甜瓜、光皮甜瓜、哈密瓜、東方甜瓜,台南市,後壁區,12
蔬菜,甜瓜,網紋甜瓜、光皮甜瓜、哈密瓜、東方甜瓜,台南市,東山區,12
蔬菜,甜瓜,網紋甜瓜、光皮甜瓜、哈密瓜、東方甜瓜,台南市,七股區,12
蔬菜,甜瓜,網紋甜瓜、光皮甜瓜、哈密瓜、東方甜瓜,高雄市,路竹區,12
蔬菜,胡瓜,清綠、飛燕、春燕、喜燕,苗栗縣,大湖鄉,12
蔬菜,胡瓜,清綠、飛燕、春燕、喜燕,高雄市,大寮區,12
蔬菜,胡瓜,清綠、飛燕、春燕、喜燕,高雄市,美濃區,12
蔬菜,胡瓜,清綠、飛燕、春燕、喜燕,屏東縣,高樹鄉,12
蔬菜,胡瓜,清綠、飛燕、春燕、喜燕,屏東縣,里港鄉,12
蔬菜,胡瓜,清綠、飛燕、春燕、喜燕,屏東縣,九如鄉,12
蔬菜,豌豆,台中11、13號,彰化縣,芳苑鄉,12
蔬菜,豌豆,台中11、13號,彰化縣,竹塘鄉,12
蔬菜,豌豆,台中11、13號,彰化縣,二林鎮,12
蔬菜,甜椒,藍星、銘星、天王星、麗妃,南投縣,埔里鎮,12
蔬菜,甜椒,藍星、銘星、天王星、麗妃,南投縣,仁愛鄉,12
蔬菜,甜椒,藍星、銘星、天王星、麗妃,南投縣,信義鄉,12
蔬菜,甜椒,藍星、銘星、天王星、麗妃,雲林縣,莿桐鄉,12
蔬菜,甜椒,藍星、銘星、天王星、麗妃,高雄市,美濃區,12
蔬菜,甜椒,藍星、銘星、天王星、麗妃,屏東縣,高樹鄉,12
蔬菜,辣椒,萬家香、麗香,彰化縣,芳苑鄉,12
蔬菜,辣椒,萬家香、麗香,嘉義縣,新港鄉,12
蔬菜,辣椒,萬家香、麗香,高雄市,美濃區,12
蔬菜,辣椒,萬家香、麗香,屏東縣,高樹鄉,12
蔬菜,辣椒,萬家香、麗香,屏東縣,鹽埔鄉,12
蔬菜,辣椒,萬家香、麗香,花蓮縣,鳳林鎮,12
蔬菜,番茄,大果番茄、小果番茄、加工番茄,南投縣,信義鄉,12
蔬菜,番茄,大果番茄、小果番茄、加工番茄,雲林縣,崙背鄉,12
蔬菜,番茄,大果番茄、小果番茄、加工番茄,嘉義縣,民雄鄉,12
蔬菜,番茄,大果番茄、小果番茄、加工番茄,嘉義縣,太保市,12
蔬菜,番茄,大果番茄、小果番茄、加工番茄,嘉義縣,六腳鄉,12
蔬菜,番茄,大果番茄、小果番茄、加工番茄,高雄市,路竹區,12
蔬菜,菠菜,西螺一號、西螺大葉、清風、綠湖、梨山菠菜,台中市,和平區,12
蔬菜,菠菜,西螺一號、西螺大葉、清風、綠湖、梨山菠菜,南投縣,仁愛鄉,12
蔬菜,菠菜,西螺一號、西螺大葉、清風、綠湖、梨山菠菜,雲林縣,西螺鎮,12
蔬菜,菠菜,西螺一號、西螺大葉、清風、綠湖、梨山菠菜,雲林縣,二崙鄉,12
蔬菜,菠菜,西螺一號、西螺大葉、清風、綠湖、梨山菠菜,雲林縣,元長鄉,12
花卉,菊花,切花用(大花)：日本白、花御殿、白乒乓,南投縣,　,1
花卉,菊花,切花用(大花)：日本白、花御殿、白乒乓,雲林縣,　,1
花卉,菊花,切花用(大花)：日本白、花御殿、白乒乓,嘉義市,　,1
花卉,菊花,切花用(大花)：日本白、花御殿、白乒乓,高雄市,　,1
花卉,菊花,切花用(大花)：日本白、花御殿、白乒乓,屏東縣,　,1
花卉,菊花,切花用(大花)：黃秀鳯、黃精競、白東洋、黃乒乓,彰化縣,　,1
花卉,菊花,切花用(大花)：黃秀鳯、黃精競、白東洋、黃乒乓,南投縣,　,1
花卉,菊花,切花用(大花)：黃秀鳯、黃精競、白東洋、黃乒乓,雲林縣,　,1
花卉,菊花,切花用(大花)：黃秀鳯、黃精競、白東洋、黃乒乓,嘉義市,　,1
花卉,菊花,切花用(大花)：黃秀鳯、黃精競、白東洋、黃乒乓,高雄市,　,1
花卉,菊花,切花用(大花)：黃秀鳯、黃精競、白東洋、黃乒乓,屏東縣,　,1
花卉,菊花,切花用(多花系列)：青心黃、金風車、日本小紅、吉祥小粉,彰化縣,　,1
花卉,菊花,切花用(多花系列)：青心黃、金風車、日本小紅、吉祥小粉,南投縣,　,1
花卉,菊花,切花用(多花系列)：青心黃、金風車、日本小紅、吉祥小粉,雲林縣,　,1
花卉,菊花,切花用(多花系列)：青心黃、金風車、日本小紅、吉祥小粉,嘉義市,　,1
花卉,菊花,切花用(多花系列)：青心黃、金風車、日本小紅、吉祥小粉,高雄市,　,1
花卉,菊花,切花用(多花系列)：青心黃、金風車、日本小紅、吉祥小粉,屏東縣,　,1
花卉,菊花,切花用(多花系列)：德國風車、吉祥金、吉祥黃、龍鳳小黃,彰化縣,　,1
花卉,菊花,切花用(多花系列)：德國風車、吉祥金、吉祥黃、龍鳳小黃,南投縣,　,1
花卉,菊花,切花用(多花系列)：德國風車、吉祥金、吉祥黃、龍鳳小黃,雲林縣,　,1
花卉,菊花,切花用(多花系列)：德國風車、吉祥金、吉祥黃、龍鳳小黃,嘉義市,　,1
花卉,菊花,切花用(多花系列)：德國風車、吉祥金、吉祥黃、龍鳳小黃,高雄市,　,1
花卉,菊花,切花用(多花系列)：德國風車、吉祥金、吉祥黃、龍鳳小黃,屏東縣,　,1
花卉,菊花,切花用(多花系列)：迷你翠菊、英國風車、舞風車、荷蘭小白,彰化縣,　,1
花卉,菊花,切花用(多花系列)：迷你翠菊、英國風車、舞風車、荷蘭小白,南投縣,　,1
花卉,菊花,切花用(多花系列)：迷你翠菊、英國風車、舞風車、荷蘭小白,雲林縣,　,1
花卉,菊花,切花用(多花系列)：迷你翠菊、英國風車、舞風車、荷蘭小白,嘉義市,　,1
花卉,菊花,切花用(多花系列)：迷你翠菊、英國風車、舞風車、荷蘭小白,高雄市,　,1
花卉,菊花,切花用(多花系列)：迷你翠菊、英國風車、舞風車、荷蘭小白,屏東縣,　,1
花卉,菊花,切花用(多花系列)：彩雲、白鑽石、黃鑽石、日曆小粉,彰化縣,　,1
花卉,菊花,切花用(多花系列)：彩雲、白鑽石、黃鑽石、日曆小粉,南投縣,　,1
花卉,菊花,切花用(多花系列)：彩雲、白鑽石、黃鑽石、日曆小粉,雲林縣,　,1
花卉,菊花,切花用(多花系列)：彩雲、白鑽石、黃鑽石、日曆小粉,嘉義市,　,1
花卉,菊花,切花用(多花系列)：彩雲、白鑽石、黃鑽石、日曆小粉,高雄市,　,1
花卉,菊花,切花用(多花系列)：彩雲、白鑽石、黃鑽石、日曆小粉,屏東縣,　,1
花卉,菊花,盆菊用：紅絨、龍鳳紫、F15、木瓜黃、濃露、紅顏、紅玉,彰化縣,　,1
花卉,菊花,盆菊用：紅絨、龍鳳紫、F15、木瓜黃、濃露、紅顏、紅玉,南投縣,　,1
花卉,菊花,盆菊用：紅絨、龍鳳紫、F15、木瓜黃、濃露、紅顏、紅玉,雲林縣,　,1
花卉,菊花,盆菊用：紅絨、龍鳳紫、F15、木瓜黃、濃露、紅顏、紅玉,嘉義市,　,1
花卉,菊花,盆菊用：紅絨、龍鳳紫、F15、木瓜黃、濃露、紅顏、紅玉,高雄市,　,1
花卉,菊花,盆菊用：紅絨、龍鳳紫、F15、木瓜黃、濃露、紅顏、紅玉,屏東縣,　,1
花卉,菊花,盆菊用：霓紅、露西朵、橘炬、卡碼及幸明,彰化縣,　,1
花卉,菊花,盆菊用：霓紅、露西朵、橘炬、卡碼及幸明,南投縣,　,1
花卉,菊花,盆菊用：霓紅、露西朵、橘炬、卡碼及幸明,雲林縣,　,1
花卉,菊花,盆菊用：霓紅、露西朵、橘炬、卡碼及幸明,嘉義市,　,1
花卉,菊花,盆菊用：霓紅、露西朵、橘炬、卡碼及幸明,高雄市,　,1
花卉,菊花,盆菊用：霓紅、露西朵、橘炬、卡碼及幸明,屏東縣,　,1
花卉,唐菖蒲(劍蘭、福蘭),白色系：阿姆斯特丹,苗栗縣,　,1
花卉,唐菖蒲(劍蘭、福蘭),白色系：阿姆斯特丹,台中市,　,1
花卉,唐菖蒲(劍蘭、福蘭),白色系：阿姆斯特丹,彰化縣,　,1
花卉,唐菖蒲(劍蘭、福蘭),白色系：阿姆斯特丹,南投縣,　,1
花卉,唐菖蒲(劍蘭、福蘭),白色系：阿姆斯特丹,雲林縣,　,1
花卉,唐菖蒲(劍蘭、福蘭),白色系：阿姆斯特丹,嘉義縣,　,1
花卉,唐菖蒲(劍蘭、福蘭),白色系：阿姆斯特丹,台南市,　,1
花卉,唐菖蒲(劍蘭、福蘭),白色系：阿姆斯特丹,屏東縣,　,1
花卉,唐菖蒲(劍蘭、福蘭),紅色系：曼哈頓、紅美人、櫻紅（高貴）、玫瑰紅、新種紅,苗栗縣,　,1
花卉,唐菖蒲(劍蘭、福蘭),紅色系：曼哈頓、紅美人、櫻紅（高貴）、玫瑰紅、新種紅,台中市,　,1
花卉,唐菖蒲(劍蘭、福蘭),紅色系：曼哈頓、紅美人、櫻紅（高貴）、玫瑰紅、新種紅,彰化縣,　,1
花卉,唐菖蒲(劍蘭、福蘭),紅色系：曼哈頓、紅美人、櫻紅（高貴）、玫瑰紅、新種紅,南投縣,　,1
花卉,唐菖蒲(劍蘭、福蘭),紅色系：曼哈頓、紅美人、櫻紅（高貴）、玫瑰紅、新種紅,雲林縣,　,1
花卉,唐菖蒲(劍蘭、福蘭),紅色系：曼哈頓、紅美人、櫻紅（高貴）、玫瑰紅、新種紅,嘉義縣,　,1
花卉,唐菖蒲(劍蘭、福蘭),紅色系：曼哈頓、紅美人、櫻紅（高貴）、玫瑰紅、新種紅,台南市,　,1
花卉,唐菖蒲(劍蘭、福蘭),紅色系：曼哈頓、紅美人、櫻紅（高貴）、玫瑰紅、新種紅,屏東縣,　,1
花卉,唐菖蒲(劍蘭、福蘭),粉色系：粉巨人、515號、薄粉、青殼粉,苗栗縣,　,1
花卉,唐菖蒲(劍蘭、福蘭),粉色系：粉巨人、515號、薄粉、青殼粉,台中市,　,1
花卉,唐菖蒲(劍蘭、福蘭),粉色系：粉巨人、515號、薄粉、青殼粉,彰化縣,　,1
花卉,唐菖蒲(劍蘭、福蘭),粉色系：粉巨人、515號、薄粉、青殼粉,南投縣,　,1
花卉,唐菖蒲(劍蘭、福蘭),粉色系：粉巨人、515號、薄粉、青殼粉,雲林縣,　,1
花卉,唐菖蒲(劍蘭、福蘭),粉色系：粉巨人、515號、薄粉、青殼粉,嘉義縣,　,1
花卉,唐菖蒲(劍蘭、福蘭),粉色系：粉巨人、515號、薄粉、青殼粉,台南市,　,1
花卉,唐菖蒲(劍蘭、福蘭),粉色系：粉巨人、515號、薄粉、青殼粉,屏東縣,　,1
花卉,唐菖蒲(劍蘭、福蘭),橘色系：223號紅(卡可尼),苗栗縣,　,1
花卉,唐菖蒲(劍蘭、福蘭),橘色系：223號紅(卡可尼),台中市,　,1
花卉,唐菖蒲(劍蘭、福蘭),橘色系：223號紅(卡可尼),彰化縣,　,1
花卉,唐菖蒲(劍蘭、福蘭),橘色系：223號紅(卡可尼),南投縣,　,1
花卉,唐菖蒲(劍蘭、福蘭),橘色系：223號紅(卡可尼),雲林縣,　,1
花卉,唐菖蒲(劍蘭、福蘭),橘色系：223號紅(卡可尼),嘉義縣,　,1
花卉,唐菖蒲(劍蘭、福蘭),橘色系：223號紅(卡可尼),台南市,　,1
花卉,唐菖蒲(劍蘭、福蘭),橘色系：223號紅(卡可尼),屏東縣,　,1
花卉,唐菖蒲(劍蘭、福蘭),雙色系：雙色金紅,苗栗縣,　,1
